personas,act_response,context
"[User 1 persona]: ['i love bicycling.' ""i've brown hair.""]",i'm sorry to hear that . i'm also struggling here watching my parents in their last moments .,"User1: I got the news that my girlfriend's mom passed away. I have to tell her the news myself since she has no other close family. I'm dreading having to actually say it to her.
User2: first of all my condolences for your friend, and i know how hard this is for you both
User1: Yeah. It's been really difficult. She's heartbroken. She's been depressed and sleeping alot."
[User 1 persona]: ['i talk in my sleep.' 'i love folk metal.'],"That is pretty funny, to be honest.' 'Like bad dreams or what?","User1: Yeah, it annoys my partner as well. I suppose it's worse than snoring to him.
User2: I heard that it can run in families. do your parents sleep talk at all?
User1: not that I know of.  Apparently I laugh in my sleep. haha"
[User 1 persona]: ['i work part time.' 'my favorite animal is the koala.'],My favorite author is Anne Rice!,"User1: so , do you have a favorite color ? mine is yellow .
User2: yes , mine is pink ? my favorite animal is a koala what is your ?
User1: I like meerkats. Cute but vicious. Who is your favourite author?"
[User 1 persona]: ['i am a savage.' 'i have no technological skills.'],I like older music like classic rock and funk the best,"User1: I love Taylor Swift, I would love to go to a concert of hers
User2: I try to go to her concerts as well. She is known for writing about her personal life and incorporating them into her songs.
User1: she also writes alot of her songs about her ex-boyfriends"
[User 1 persona]: ['i just graduated college.' 'i live in a big city.'],Right? You would think! It also boasts the largest city airport system by passenger traffic. Its really amazing!!,"User1: No, it was personal.  I was with my family.  We were flying to Europe.  This was before 9/11.
User2: That's great!  How did you like it?  Apparently New York has the busiest airport system in the US.
User1: That's crazy, right? "" 'but nothing is same like it was before 9/11"
[User 1 persona]: ['my favorite animal is the panda.' 'i am a zookeeper.'],Back in the day! What else do you like to do for fun.,"User1: that's a good question . but i do like beer and creeks .
User2: do you drink them at the creeks
User1: Nowhere but. It helps let nature sink in. Done that before?"
"[User 1 persona]: ['i have an autograph collection with more than 2000 signatures.'
 'i am allergic to dust.']","we should really do something with that, I am allergic to dust!","User1: I've always heard of them but don't know much about them.
User2: they are so gross - they feed on skin flakes from people and pets, and sometimes mold. 
User1: when people make their bed it creates a better breeding ground for mites, so it's actually better to not make your bed"
"[User 1 persona]: ['there are thorns tattooed on my toes.'
 ""i've a rose tattooed on my right ankle.""]",Bipolar must be difficult. Not knowing which person you are going to get.,"User1: How can i not be  made at her when my wife wasted all my retirement money
User2: She spend all  youre retirement money? That's pretty messed up.  Why did she do that?
User1: She's very bipolar. Sometimes she goes on these crazy spending binges."
"[User 1 persona]: ['i m a drummer in an indie band.'
 'i volunteer at the local humane society.']","I'll drum, you sing. And I love koala's. What about you?","User1: i did that soon after i graduated from high school . you must like animals .
User2: i do . i'm in a band . maybe you can rap for me ?
User1: Oh no.Not rap.I'm a country music man"
"[User 1 persona]: [""i've three roommates."" 'my sister and i are in a grunge band.']",i've done worse.  i accidentally made the tea upside down at work,"User1: When I got home from work, I realized I had my shirt inside out the entire day
User2: o no, i hope no one noticed
User1: that's why people were laughing all day"
"[User 1 persona]: [""i'm an award winning 4h member.""
 'i volunteer in my son s boy scout troop.']","That's really impressive you know so many, did you ever study languages scientifically, also known as linguistics?","User1: halloween is mine . always has been .
User2: do you speak any other languages other than english ?
User1: I speak greek, slovak, polish, czech, russian, italian "
"[User 1 persona]: ['i am a profesional translator.'
 ""i am currently unemployed so i've time to write.""]",Sounds fun! Recently unemployed so going to add hiking in mountains on my list of to-do's. What dogs you have?,"User1: I can't wait for saturday! We're going on a little family adventure
User2: Oh cool! Where are you guys going?
User1: hiking in some mountains nearby. I'm taking my dogs."
"[User 1 persona]: ['i like smoking weed.' ""i've a job as an it agent.""]",I don't even know what stifle means. haha,"User1: i don't get out much . you can tell . i know . have you ever lost a toe ?
User2: no i haven't , my dads a stifle worker however .
User1: What is a stifle worker? I have only 3 toes on my right foot. No problems with my job as a zookeeper. "
"[User 1 persona]: ['my favorite food to harvest is carrots.' ""i'm seventy one years old.""]","USA' ""I'm 71, too old for hobbies. "" 'When I was around 8 years old.","User1: i love school , dancing with friends , and running . what are your friends like ?
User2: my friends are mellow but fun . where are you from ?
User1: From Canada, yourself? Mellow as in down to earth im guessing."
[User 1 persona]: ['i drive a red car.' 'i like to wear red shoes also.'],That's awesome! I also have some very good friends. I am married also and have 4 children now. So blessed!,"User1: do you know your father ? i've never met mine .
User2: i do not either sadly . its much too common .
User1: i might not know my whole family, but my friends treat me like family"
"[User 1 persona]: ['i love to travel.' ""i'm a steelers fan.""]",Ha! what's your favorite snack while you are watching sports and drinking beer,"User1: It is a small corner store, so I would say more like a convenience store. Lots of good snacks. 
User2: Does your ""snacks"" selection include beer and wine?
User1: Does a bird have wings? Do Tornadoes spin?"
"[User 1 persona]: ['i love romantic comedies.'
 'i am very health conscious , and i watch what i eat.']",Madonna is awesome! Love her sense of style. Do you like Lady Gaga too?,"User1: what do u do for a living ?
User2: i work as a yoga instructor . do you have any favorite musician ?
User1: I love Madonna. "
"[User 1 persona]: ['i am a lifestyle blogger.' 'i live in celebration , florida.']",I am not much of  a sports buff. I spend a lot of time on the computer doing blogging.,"User1: i see . it is a comedy tennis movie , which i love as well . how many kids ?
User2: 2 kids . they're always needing clothes it seems
User1: They never stop needing clothes, when growing or when adulting. Do yo play sports?"
"[User 1 persona]: [""i'm very polite and courteous."" 'i work 40 hours a week.']",I bet she was so happy doing that with you. It sounds like she had a good life and was well loved.,"User1: My dog died 5 minutes ago. I am so distraught.
User2: That is a real bummer. Maybe you should take some time to reflect on their life.
User1: She loved to go for walks. I went on many hikes with her that I wouldn't have done by myself."
"[User 1 persona]: ['i love my dog.' 'i m a vegetarian but i eat fish , especially sushi.']",2 hours every morning. He is young and very playful,"User1: no , i'm free every single day . i have no life .
User2: you can walk my dog for me . i will pay you i .
User1: I'd love to make some money walking your dog! How far do you walk him?"
